Time,Relative Humidity (%),Temperature (°F),CO2 Levels (ppm),Plant Population
2025-03-22 00:00:00,73.97281592374053,80.0,381.11920001449,100.0
2025-03-22 00:15:00,75.07861852521178,80.04674984810579,271.5627684936891,101.0
2025-03-22 00:30:00,72.89782877479098,80.09349944077611,369.56910756947315,101.0
2025-03-22 00:45:00,72.99314994541433,80.14024852257687,272.4064123632575,102.0
2025-03-22 01:00:00,85.20894951008717,80.18699683807678,268.5878311385408,102.0
2025-03-22 01:15:00,78.14059142417217,80.23374413184875,329.0241071566662,103.0
2025-03-22 01:30:00,86.70921506616155,80.28049014847124,293.71892033634776,103.0
2025-03-22 01:45:00,77.91987735468695,80.32723463252974,300.20398477239183,103.0
2025-03-22 02:00:00,63.805556992797534,80.37397732861804,275.14132939663,103.0
2025-03-22 02:15:00,63.36016406289415,80.42071798133978,274.4784219373666,103.0
2025-03-22 02:30:00,62.17970225275848,80.4674563353097,330.2197616641389,104.0
2025-03-22 02:45:00,87.22812423051167,80.51419213515514,312.58067264149594,104.0
2025-03-22 03:00:00,87.51497095744026,80.56092512551739,268.9536365099091,105.0
2025-03-22 03:15:00,74.82459558741351,80.60765505105304,367.82578179454083,104.0
2025-03-22 03:30:00,89.54272346000222,80.65438165643552,318.4433942627983,104.0
2025-03-22 03:45:00,83.665967281593,80.70110468635633,386.346088737548,104.0
2025-03-22 04:00:00,78.269022010739,80.74782388552651,313.8510363024012,104.0
2025-03-22 04:15:00,60.727603959399985,80.79453899867806,367.98637537144964,105.0
2025-03-22 04:30:00,64.7524275118128,80.8412497705653,334.45565289363356,106.0
2025-03-22 04:45:00,72.35475558322759,80.88795594596624,259.41843826160965,106.0
2025-03-22 05:00:00,73.8962362148742,80.93465726968405,335.26923871987526,106.0
2025-03-22 05:15:00,60.58989051785616,80.98135348654836,345.5119097157192,106.0
2025-03-22 05:30:00,78.58883186599344,81.02804434141675,369.1550113129753,106.0
2025-03-22 05:45:00,82.71883610839157,81.07472957917605,274.4127818736795,105.0
2025-03-22 06:00:00,86.13576512568648,81.12140894474383,339.7698759811625,105.0
2025-03-22 06:15:00,86.88924480914068,81.16808218306973,271.71593027597044,105.0
2025-03-22 06:30:00,73.37765013238759,81.21474903913682,386.64325226024255,105.0
2025-03-22 06:45:00,89.3793157521864,81.26140925796312,358.47367033268483,106.0
2025-03-22 07:00:00,83.5447127574563,81.30806258460287,371.3549292347704,107.0
2025-03-22 07:15:00,62.172804386957246,81.35470876414796,322.6233645318564,106.0
2025-03-22 07:30:00,87.74743896899102,81.40134754172935,250.22952129911036,105.0
2025-03-22 07:45:00,77.28526417230742,81.44797866251845,263.24672310610765,105.0
2025-03-22 08:00:00,62.82447001665109,81.49460187172849,304.8050183924592,105.0
2025-03-22 08:15:00,75.56524110877633,81.54121691461593,347.336891171296,105.0
2025-03-22 08:30:00,74.20489593211724,81.58782353648185,315.8455802663891,105.0
2025-03-22 08:45:00,83.64916221482159,81.63442148267336,340.00261292119677,105.0
2025-03-22 09:00:00,81.09526042487288,81.68101049858495,326.41061291234024,105.0
2025-03-22 09:15:00,76.22882492933999,81.7275903296599,317.6353715649698,105.0
2025-03-22 09:30:00,71.94253412611502,81.77416072139171,359.3910050667273,106.0
2025-03-22 09:45:00,70.07432213878866,81.82072141932541,278.6376235007086,107.0
2025-03-22 10:00:00,79.27865100230296,81.867272169059,342.5893202319397,106.0
2025-03-22 10:15:00,79.45328068628126,81.9138127162449,349.69120403112026,105.0
2025-03-22 10:30:00,67.7693530335633,81.96034280659121,354.0552709117629,106.0
2025-03-22 10:45:00,89.41181243838784,82.00686218586317,377.28425156621535,106.0
2025-03-22 11:00:00,78.49709650933757,82.05337059988457,250.242084139803,106.0
2025-03-22 11:15:00,71.13675101299869,82.0998677945391,267.09173175004395,105.0
2025-03-22 11:30:00,61.75652136500673,82.14635351577172,261.25361876422073,104.0
2025-03-22 11:45:00,80.47434967424853,82.19282750959016,319.9288062856495,104.0
2025-03-22 12:00:00,79.75173267182103,82.23928952206616,265.3375056125174,104.0
