DateTime,Temperature (F),Humidity (%),CO2 (ppm),Fouquieria columnaris,Vitis arizonica
2025-03-22 00:00,81.95254015709298,70.59109171342527,287.74086399104124,100.0,100.0
2025-03-22 00:15,88.60757465489678,73.0314675366417,274.9224619638697,100.0,100.0
2025-03-22 00:30,84.11053504286575,77.2618983498268,322.6610575289154,100.0,100.0
2025-03-22 00:45,81.79532731987588,74.01325672644631,293.01683827076494,100.0,100.0
2025-03-22 01:00,76.94619197355618,82.59127170207098,303.93226253690557,100.0,100.0
2025-03-22 01:15,85.83576452266624,60.178162610492095,250.23290731478144,100.0,100.0
2025-03-22 01:30,77.5034884505077,73.03897573173151,345.4349168986953,100.0,100.0
2025-03-22 01:45,95.67092003128319,70.12744125986615,258.12216400334364,99.75,99.75
2025-03-22 02:00,98.54651042004117,78.27492158489481,352.96600554827216,99.5,99.5
2025-03-22 02:15,75.3376607530311,83.2787532564408,279.1143801301722,99.5,99.5
2025-03-22 02:30,91.66900152330658,62.28435486604591,273.06708644170067,99.25,99.25
2025-03-22 02:45,81.15579679011618,64.74179200803577,334.0778716632736,99.25,99.25
2025-03-22 03:00,82.72178244375729,79.952448724261,387.6862113206777,99.25,99.25
2025-03-22 03:15,97.02386553170643,82.1520732304625,309.08974262317446,99.0,99.0
2025-03-22 03:30,62.84144232791548,77.64605331236505,371.7046742889977,99.25,99.25
2025-03-22 03:45,63.48517198806163,89.4841004690378,258.6577225834842,99.5,99.5
2025-03-22 04:00,60.808735897613026,74.98384467319724,321.2135560408519,99.75,99.75
2025-03-22 04:15,93.30479382191751,64.0887700529293,345.4472209952293,99.5,99.5
2025-03-22 04:30,91.12627003799402,80.5887318111324,302.5544906586325,99.25,99.25
2025-03-22 04:45,94.80048592987276,78.06226566584394,268.125733143251,99.0,99.0
2025-03-22 05:00,99.14473368931056,77.7126442509079,252.1569024157668,98.75,98.75
2025-03-22 05:15,91.96634256866895,76.37560905739194,304.14392705226356,98.5,98.5
2025-03-22 05:30,78.45917449011728,88.17287128648617,353.9833854001843,98.5,98.5
2025-03-22 05:45,91.22116705145822,63.87469190479674,388.6772427360886,98.25,98.25
2025-03-22 06:00,64.73097703475733,62.19591895574935,314.83016731675554,98.5,98.5
2025-03-22 06:15,85.59684085310096,64.6235150813196,291.2884048460381,98.5,98.5
2025-03-22 06:30,65.73413149636185,67.34970629714851,298.5333577462457,98.75,98.75
