DateTime,Temperature (F),Humidity (%),CO2 (ppm),Fouquieria columnaris,Vitis arizonica
2025-03-22 00:00,77.86426073493759,65.63815959525425,298.01722748964255,100.0,100.0
2025-03-22 00:15,86.56052516914784,71.7432246696009,278.9743619631693,100.0,100.0
2025-03-22 00:30,84.91236483035271,78.17842886181087,319.08862221558195,100.0,100.0
2025-03-22 00:45,82.43176751111203,71.4012725593377,295.15994188808224,100.0,100.0
2025-03-22 01:00,82.16803801465775,78.57719035353882,314.84594177652406,100.0,100.0
2025-03-22 01:15,86.22107462612233,60.60347130066727,250.82032957135775,100.0,100.0
2025-03-22 01:30,74.16893321303165,69.21250560525804,332.6366301298274,100.0,100.0
2025-03-22 01:45,94.79696043457307,64.51562155743424,255.94074733372878,99.75,99.75
2025-03-22 02:00,100.66452349882667,76.1825024383625,337.6205767816916,99.5,99.5
2025-03-22 02:15,78.86597627378758,82.17710614698497,281.42860368318435,99.5,99.5
2025-03-22 02:30,88.60668538580478,66.5291974054,267.1604869566811,99.5,99.5
2025-03-22 02:45,79.41024067427209,60.04794902720062,325.584598222796,99.5,99.5
2025-03-22 03:00,87.80765991446457,78.89364003235758,383.6425030178875,99.5,99.5
2025-03-22 03:15,95.26775838753252,78.76793258085519,316.08538004073466,99.25,99.25
2025-03-22 03:30,62.920842972945046,84.34419970987167,360.69055935358637,99.5,99.5
2025-03-22 03:45,60.57134532883538,83.85796664123399,251.59536346111238,99.75,99.75
2025-03-22 04:00,62.8456419179385,70.95065728709024,326.70005559788035,100.0,100.0
2025-03-22 04:15,88.17998008846813,66.67402429509652,353.8980895738994,99.75,99.75
2025-03-22 04:30,94.8520936146005,86.68002065132995,290.68639021632305,99.75,99.75
2025-03-22 04:45,92.15291623420333,80.24039856429353,274.7911462097988,99.5,99.5
2025-03-22 05:00,103.93207481130352,76.29343834769062,250.2780150077189,99.25,99.25
2025-03-22 05:15,92.59013793089838,73.62326464252003,307.8850790374584,99.25,99.25
2025-03-22 05:30,80.04689601542665,91.74213869690477,352.6430665002582,99.25,99.25
2025-03-22 05:45,86.05343645921799,67.97289467624165,375.5217700425692,99.0,99.0
2025-03-22 06:00,67.23953805992963,67.37922761758155,332.30302408801083,99.25,99.25
2025-03-22 06:15,82.1718685168515,63.09792680354095,275.51607221736555,99.25,99.25
2025-03-22 06:30,59.69560134635723,75.25674335973204,284.3988723332361,99.5,99.5
2025-03-22 06:45,95.65626060274414,76.87343624254268,258.49634246619235,99.25,99.25
2025-03-22 07:00,79.60599746301106,79.570295429736,318.86857202844567,99.25,99.25
2025-03-22 07:15,82.59177410165196,58.171835540731564,324.20111406947376,99.25,99.25
2025-03-22 07:30,69.90893837437632,81.93746419558634,351.4737743201878,99.5,99.5
2025-03-22 07:45,95.95449543662072,72.85461517422584,258.4303835138317,99.5,99.5
2025-03-22 08:00,86.02579918807207,72.1973223544506,349.0975868282028,99.5,99.5
2025-03-22 08:15,86.60513077509023,90.04935492339153,346.3476553086329,99.5,99.5
2025-03-22 08:30,56.495061742697004,72.00577870022727,322.8457190315715,99.75,99.75
2025-03-22 08:45,88.93256154948881,81.73947899879668,382.27806079841434,99.75,99.75
2025-03-22 09:00,90.3103260622741,63.73904888173106,272.00779276805713,99.75,99.75
2025-03-22 09:15,79.42399829439213,80.7603796624132,361.39569614973084,99.75,99.75
2025-03-22 09:30,94.08348637671232,87.165035713594,285.9057697046334,99.5,99.5
2025-03-22 09:45,86.18700702680566,62.18493786200702,289.5773360252475,99.5,99.5
2025-03-22 10:00,66.90863925682078,72.88469068004322,279.83903223467786,99.5,99.5
2025-03-22 10:15,79.53696230452863,75.84187243319933,372.1592530438452,99.5,99.5
2025-03-22 10:30,87.55798916090718,64.51285790984491,355.8009459430786,99.5,99.5
2025-03-22 10:45,65.8322676715846,87.74778061849193,301.05029603630345,99.75,99.75
2025-03-22 11:00,86.83874397923906,57.260776557426375,301.0897717113308,99.75,99.75
2025-03-22 11:15,88.24747885802805,92.43947076431816,246.37625011590129,99.75,99.75
2025-03-22 11:30,65.24308466605056,73.11046274724771,359.79069351975545,100.0,100.0
2025-03-22 11:45,60.578876939397794,66.84786119822725,387.9558058980127,100.25,100.25
2025-03-22 12:00,73.82468068768439,68.39785001053187,373.57372193541624,100.25,100.25
2025-03-22 12:15,77.26933548688238,65.27689636657472,277.4293404482832,100.25,100.25
2025-03-22 12:30,76.69125612248192,81.6065639234031,288.5550918263673,100.25,100.25
2025-03-22 12:45,82.19209849280148,63.12543503165613,292.30992228632977,100.25,100.25
2025-03-22 13:00,94.75918406282344,63.22996928855937,305.9108943224214,100.0,100.0
2025-03-22 13:15,66.7952599339017,90.4464257566227,289.07624705476064,100.25,100.25
2025-03-22 13:30,60.989350642391095,81.54279653105445,365.0812832568063,100.5,100.5
