Time,Relative Humidity (%),Temperature (°F),CO2 Levels (ppm),Plant Population
2025-03-22 00:00:00,89.79628155843044,80.0,286.10931135515796,100.0
2025-03-22 00:15:00,68.95675801366842,80.04674984810579,266.4730633167338,100.0
2025-03-22 00:30:00,65.88113272241668,80.09349944077611,307.25985849335456,100.0
2025-03-22 00:45:00,77.94962577498727,80.14024852257687,324.29349514385586,99.0
2025-03-22 01:00:00,66.68528911639874,80.18699683807678,318.44581980152697,99.0
2025-03-22 01:15:00,63.986222797810385,80.23374413184875,347.05695477102716,100.0
2025-03-22 01:30:00,74.24308681212442,80.28049014847124,354.60487057942834,99.0
2025-03-22 01:45:00,82.70220675824103,80.32723463252974,361.66128567298387,98.0
2025-03-22 02:00:00,72.41004901874724,80.37397732861804,256.88138350461134,99.0
2025-03-22 02:15:00,88.00680782895853,80.42071798133978,297.11007033153095,98.0
2025-03-22 02:30:00,65.06464856247821,80.4674563353097,368.01622384532476,98.0
2025-03-22 02:45:00,62.360799825997105,80.51419213515514,320.38204811596245,98.0
2025-03-22 03:00:00,68.77362978334479,80.56092512551739,292.80933214511543,98.0
2025-03-22 03:15:00,88.54426444189693,80.60765505105304,315.7811727977865,98.0
2025-03-22 03:30:00,71.04530493354439,80.65438165643552,306.3901943366608,98.0
2025-03-22 03:45:00,71.24260556858368,80.70110468635633,278.17074021862214,97.0
2025-03-22 04:00:00,64.40050856777184,80.74782388552651,368.3348984289649,98.0
2025-03-22 04:15:00,79.91506651096752,80.79453899867806,283.00293736185677,98.0
2025-03-22 04:30:00,67.87631599876325,80.8412497705653,383.8089986555293,98.0
2025-03-22 04:45:00,74.08387555284521,80.88795594596624,313.0589136036477,99.0
2025-03-22 05:00:00,71.98639723865134,80.93465726968405,307.00578111946186,98.0
2025-03-22 05:15:00,86.57398362585914,80.98135348654836,388.1512957358696,98.0
2025-03-22 05:30:00,85.22371589980345,81.02804434141675,314.35849302990573,98.0
2025-03-22 05:45:00,83.45483285801153,81.07472957917605,288.3347196146301,97.0
