DateTime,Temperature (F),Humidity (%),CO2 (ppm),Fouquieria columnaris,Vitis arizonica
2025-03-22 00:00,87.85876742391447,81.45306502604637,299.42604619467255,100.0,100.0
2025-03-22 00:15,71.44557339801518,77.03459377261063,256.93031277832347,100.25,100.0
2025-03-22 00:30,69.07405814256812,75.86316153649508,300.11683679338057,100.5,100.25
2025-03-22 00:45,82.05259076331565,85.70699818746219,344.5273352740688,100.5,100.25
2025-03-22 01:00,88.77875879142252,86.00342932615139,311.8445105896268,100.5,100.25
2025-03-22 01:15,76.92425840497845,61.85638107481868,379.3979926530017,100.5,100.25
2025-03-22 01:30,99.23056793538461,68.10434743748864,323.3677066847461,100.25,100.0
2025-03-22 01:45,87.39318954339453,87.64967181022728,385.8311548206376,100.25,100.0
2025-03-22 02:00,79.23727605937444,77.77956750937156,342.8757042652084,100.25,100.0
2025-03-22 02:15,75.68470072776603,64.03982990914994,364.46330021830494,100.25,100.0
2025-03-22 02:30,73.72712064603478,62.13395539770748,339.38398770621836,100.25,100.0
2025-03-22 02:45,89.16198829536167,62.83295518776756,320.6030071635845,100.25,100.0
2025-03-22 03:00,77.54288978718498,83.09520381438858,329.8604483228847,100.25,100.0
2025-03-22 03:15,62.387115864382736,66.65961178287033,365.4161925691864,100.5,100.25
2025-03-22 03:30,75.92177021321726,67.28875857599708,328.965408589666,100.5,100.25
2025-03-22 03:45,89.51981622928143,63.91790465610109,379.3490069349194,100.25,100.0
2025-03-22 04:00,67.29966921814,77.98967563841764,292.5570620934606,100.5,100.25
2025-03-22 04:15,67.01807024589971,75.416338380041,308.99130802797487,100.75,100.5
2025-03-22 04:30,81.26205495367354,68.4462471771179,315.21797359185047,100.75,100.5
2025-03-22 04:45,81.27310348387465,79.74373485627319,342.4749799189436,100.75,100.5
2025-03-22 05:00,85.37603834205284,83.3335098338118,359.0032197869833,100.75,100.5
2025-03-22 05:15,93.97727176311159,89.38784102469806,338.1661381746824,100.5,100.25
2025-03-22 05:30,88.9782129944254,74.36137410332603,372.13983383985226,100.5,100.0
2025-03-22 05:45,84.44094042710331,72.38953994214721,385.32823291574164,100.5,100.0
2025-03-22 06:00,88.89773530280887,68.76525618019227,255.02934082458538,100.5,100.0
2025-03-22 06:15,72.91835655412713,83.53801937134259,250.3401001032925,100.5,100.0
2025-03-22 06:30,74.47154622489256,89.16638356252707,285.013929866505,100.5,100.0
2025-03-22 06:45,69.13052923515822,78.01273828430682,264.70713321312104,100.75,100.25
2025-03-22 07:00,71.74856185555318,79.2694888958095,363.52384949548167,100.75,100.25
2025-03-22 07:15,85.2390449541795,80.67407717272363,362.78411772055256,100.75,100.25
2025-03-22 07:30,63.684197597803006,72.69851790632116,267.06578383401006,101.0,100.5
2025-03-22 07:45,77.34804690718113,66.6104194657197,321.6654802738417,101.0,100.5
2025-03-22 08:00,77.23451053318576,67.68359851623596,378.1743549893728,101.0,100.5
2025-03-22 08:15,79.74740390601225,78.51597717031606,270.06080789953864,101.0,100.5
2025-03-22 08:30,77.03321161183312,79.12945301415775,340.34320648552085,101.0,100.5
2025-03-22 08:45,72.49044891889861,73.85736795067848,354.381843194023,101.0,100.5
2025-03-22 09:00,77.05405227851233,61.30020261624719,377.5921249772556,101.0,100.5
2025-03-22 09:15,95.7355665246854,86.31703590769796,333.0183000038965,100.75,100.25
2025-03-22 09:30,97.76640072815519,67.329428247359,320.0985074819817,100.5,100.0
2025-03-22 09:45,80.07346703537347,77.43097061199262,314.9640044736732,100.5,100.0
2025-03-22 10:00,84.95811807168445,82.16010742734538,294.9606645884358,100.5,100.0
2025-03-22 10:15,64.62473580317183,65.53018453769256,314.5987221463146,100.75,100.25
2025-03-22 10:30,72.69141927281284,74.19880134391725,275.36551834775725,100.75,100.25
2025-03-22 10:45,76.59304847814528,60.04014372936025,344.71382914287994,100.75,100.25
2025-03-22 11:00,94.65236631533463,61.423294408259146,279.93739803577716,100.5,100.0
2025-03-22 11:15,70.01821461586027,67.5146942550075,256.98863422312206,100.75,100.25
2025-03-22 11:30,79.32137057050818,79.76168729429139,315.7980550934179,100.75,100.25
2025-03-22 11:45,99.4223914244282,86.60025775496814,361.97528316087937,100.5,100.0
2025-03-22 12:00,80.77940477039238,72.734594989239,282.2340693033744,100.5,100.0
2025-03-22 12:15,84.51578103051871,60.75114297428371,363.5054983054868,100.5,100.0
2025-03-22 12:30,64.82514663961295,68.78163035786292,350.9430693374713,100.75,100.25
2025-03-22 12:45,93.05363202027333,88.71004878337902,337.9567710236851,100.5,100.0
2025-03-22 13:00,84.1224051364371,63.3365845512479,332.516291396568,100.5,100.0
2025-03-22 13:15,81.8027202586586,82.67124424314854,288.12219330104523,100.5,100.0
2025-03-22 13:30,73.71055335097233,82.4198284731437,317.54450995491635,100.5,100.0
2025-03-22 13:45,72.16483156108737,77.69769817413273,284.6931659362373,100.5,100.0
2025-03-22 14:00,76.68088844098807,87.9266797102288,270.301821571715,100.5,100.0
2025-03-22 14:15,87.25203063171186,79.26450210666472,331.8115432717103,100.5,100.0
2025-03-22 14:30,95.018273671807,88.99517027889186,357.9827409897711,100.25,99.75
2025-03-22 14:45,80.41689349912045,84.78395399069619,311.6018752347616,100.25,99.75
2025-03-22 15:00,86.7725513184909,83.82136385360542,353.1491582225069,100.25,99.75
2025-03-22 15:15,83.43746210248851,88.53153525515414,348.6927442303355,100.25,99.75
2025-03-22 15:30,84.99614008382399,78.51126820727559,313.3228634346523,100.25,99.75
2025-03-22 15:45,86.987562039513,69.67049038068328,354.49001723102987,100.25,99.75
2025-03-22 16:00,93.69369750481029,63.1098522276222,294.36044321205617,100.0,99.5
2025-03-22 16:15,63.32779953329755,80.82793919165704,362.6253677734229,100.25,99.75
2025-03-22 16:30,90.54731365773353,75.69837407367915,296.87124301803436,100.25,99.5
2025-03-22 16:45,69.74665498147496,71.56343825423207,345.5860044530683,100.5,99.5
2025-03-22 17:00,67.76891842315084,88.49238820756655,344.79223791225394,100.75,99.75
2025-03-22 17:15,82.89827829965893,87.37284164608313,308.22518126930936,100.75,99.75
2025-03-22 17:30,63.828500664495486,71.33845571082156,349.53398683833706,101.0,100.0
2025-03-22 17:45,95.41307305100558,88.36464057151917,374.6244021336653,100.75,99.75
2025-03-22 18:00,85.08995888205075,72.9606191524334,259.47697971112837,100.75,99.75
2025-03-22 18:15,88.93665432759819,66.18417838669028,291.3556341914772,100.75,99.75
2025-03-22 18:30,60.64516826780067,78.61952479209462,266.67391585582874,101.0,100.0
2025-03-22 18:45,83.7772751778017,62.82744127635419,275.0156052477865,101.0,100.0
2025-03-22 19:00,82.27140769577154,64.57996935140561,276.7714412012017,101.0,100.0
2025-03-22 19:15,66.35838576578891,84.42819057788401,385.008658747315,101.25,100.25
2025-03-22 19:30,66.12282060499092,84.57319441674025,348.0490538646258,101.5,100.5
2025-03-22 19:45,87.82118115083644,67.21841153460986,331.24715648707536,101.5,100.5
2025-03-22 20:00,72.75065705527506,82.40588283474689,332.15810600899323,101.5,100.5
2025-03-22 20:15,87.67881182127279,89.20711461336774,263.0733440256837,101.5,100.5
